Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
303,Namco Museum FiveZeroth Anniversary,PSTow,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
304,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,Assassins Creed Unity,PSFour,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony Hawks Underground,PSTow,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,Assassins Creed IV Black Flag,PSThree,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter Four Ultimate,ThreeDS,2014,Role Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,PSThree,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
312,Tekken Five,PSTow,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior III,NES,1988,Role Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
314,Sports Champions,PSThree,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA TwoKOneSix,PSFour,2015,Sports,TakeTwo Interactive,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven Eight International,PSTow,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash Focus Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco Museum VolOne,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda Links Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario  Luigi Bowsers Inside Story,DS,2009,Role Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs  cats,ThreeDS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman Arkham Knight,PSFour,2015,Action,Warner Bros Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario  Sonic at the London TwoZeroOneTwo Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jones The Original Adventures,XThreeSixZero,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78
326,Resident Evil Directors Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet  Clank Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,Just Dance TwoZeroOneFour,Wii,2013,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76
329,The Sims Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
330,Super Paper Mario,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerers Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
332,The Witcher Three Wild Hunt,PSFour,2015,Role Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
333,Resident Evil Three Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
335,FIFA Soccer TwoZeroZeroFive,PSTow,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,Pokmon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield Four,PSThree,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,MySims,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
340,Tony Hawks Pro Skater Four,PSTow,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,Midnight Club Three DUB Edition,PSP,2005,Racing,TakeTwo Interactive,1.65,1.22,0.0,0.79,3.66
342,BanjoKazooie,NSixFour,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM US Navy SEALs,PSTow,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero World Tour,Wii,2008,Misc,Activision,2.33,0.97,0.0,0.35,3.65
345,Gran Turismo Six,PSThree,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter The Precursor Legacy,PSTow,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,NSixFour,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer OneZero,PSThree,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer TwoZeroZeroEight,PSTow,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
351,Resident Evil Four,PSTow,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancys The Division,PSFour,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars Battlefront,PSTow,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom II Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,The Simpsons Road Rage,PSTow,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,Cooking Mama Two Dinner With Friends,DS,2007,Simulation,FiveZeroFive Games,1.61,1.5,0.1,0.39,3.61
357,Luigis Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Star Wars Battlefront II,PSTow,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,Croc Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
362,The Getaway,PSTow,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond ZeroZeroSeven Agent Under Fire,PSTow,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars The Video Game,PSTow,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
368,Rugrats in Paris The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52
369,Spyro Two Riptos Rage,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,Left Four Dead,XThreeSixZero,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
373,Donkey Kong Country Three Dixie Kongs Double Trouble,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassins Creed Brotherhood,XThreeSixZero,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
377,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer TwoZeroZeroFour,PSTow,0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
380,Battlefield Bad Company Two,XThreeSixZero,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero On Tour,DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48
383,Far Cry Three,PSThree,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter Four,ThreeDS,2013,Role Playing,Capcom,0.0,0.0,3.44,0.0,3.44
385,Borderlands,XThreeSixZero,2009,Shooter,TakeTwo Interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken Four,PSTow,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
388,LittleBigPlanet Two,PSThree,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto Two,PS,1998,Action,TakeTwo Interactive,1.13,2.07,0.0,0.22,3.42
390,Final Fantasy III,SNES,1994,Role Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
391,SpiderMan Two,PSTow,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,FOne Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer TwoZeroZeroThree,PSTow,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman The Videogame,XThreeSixZero,2008,Action,Warner Bros Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,Metal Gear Solid V The Phantom Pain,PSFour,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda Spirit Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,The Legend of Zelda Majoras Mask,NSixFour,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
403,English Training Have Fun Improving Your Skills,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
404,James Bond ZeroZeroSeven Nightfire,PSTow,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet  Clank,PSTow,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario Party Nine,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III Revenge of the Sith,PSTow,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,PSTow,2001,Shooter,TakeTwo Interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings The Return of the King,PSTow,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,Assassins Creed Syndicate,PSFour,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
412,True Crime Streets of LA,PSTow,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo PSP,PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,ThreeDS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
418,LA Noire,PSThree,2011,Adventure,TakeTwo Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden NFL OneSix,PSFour,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
420,Yokai Watch Two GansoHonke,ThreeDS,2014,Role Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
421,ZeroZeroSeven Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown Two Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,Crisis Core Final Fantasy VII,PSP,2007,Role Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,God of War Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI Maboroshi no Daichi,SNES,1995,Role Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
428,Dance Central,XThreeSixZero,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,PSTow,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
433,Rhythm Heaven,DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace Combat ZeroFour Shattered Skies,PSTow,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Club Penguin Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
438,Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,Resident Evil Six,PSThree,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer ZeroEight,PSTow,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
442,SpiderMan,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
444,Star Wars Episode I Racer,NSixFour,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer Cooking,DS,2006,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
447,Dragon Warrior IV,NES,1990,Role Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
448,Heavy Rain,PSThree,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect Two,XThreeSixZero,2010,Role Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
451,Dragon Ball Z Budokai,PSTow,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden NFL TwoZeroZeroTwo,PSTow,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Borderlands Two,XThreeSixZero,2012,Shooter,TakeTwo Interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda A Link Between Worlds,ThreeDS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,The Sims Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
458,Mass Effect Three,XThreeSixZero,2012,Role Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,XThreeSixZero,2008,Action,Activision,1.91,0.84,0.0,0.29,3.05
461,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row Two,XThreeSixZero,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
463,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
464,Killzone Two,PSThree,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom Clancys Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
466,Mike Tysons PunchOut,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown Shut Your Mouth,PSTow,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
468,Gears of War Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
469,NBA TwoKOneThree,XThreeSixZero,2012,Sports,TakeTwo Interactive,2.6,0.21,0.01,0.19,3.0
470,Dragon Ball Z Budokai Tenkaichi Three,PSTow,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
471,wwe Smackdown vs Raw TwoZeroZeroSix,PSTow,0,Fighting,Unknown,1.57,1.02,0.0,0.41,3.0
472,MiddleEarth Shadow of Mordor,PSFour,2014,Action,Warner Bros Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,The Sims Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
475,World Soccer Winning Eleven Six International,PSTow,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,PSTow,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing Happy Home Designer,ThreeDS,2015,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
479,The Sims Four,PC,2014,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
480,Star Wars The Old Republic,PC,2011,Role Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
481,Sonic Heroes,PSTow,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman Two Silent Assassin,PSTow,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
485,Wave Race SixFour,NSixFour,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,SOCOM II US Navy SEALs,PSTow,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown vs RAW TwoZeroZeroSix,PSTow,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,PSThree,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,PacMan Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,XThreeSixZero,2007,Role Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,WarioWare Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama Cook Off,Wii,2007,Simulation,FiveZeroFive Games,1.43,1.13,0.05,0.3,2.91
495,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,PSTow,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9
497,Sega Superstars Tennis,XThreeSixZero,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.9
498,World Soccer Winning Eleven Seven International,PSTow,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
500,Hot Shots Golf Three,PSTow,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call of Duty Finest Hour,PSTow,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness Two,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
503,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,Imagine Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
505,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
507,Madden NFL OneThree,XThreeSixZero,2012,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
508,The Elder Scrolls III Morrowind,XB,2002,Role Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,PSThree,2011,Fighting,Warner Bros Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
510,FZero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
511,Yoshis Story,NSixFour,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
512,Command  Conquer Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85
513,Skylanders Spyros Adventure,Wii,2011,Action,Activision,1.4,1.14,0.0,0.31,2.85
516,BioShock,XThreeSixZero,2007,Shooter,TakeTwo Interactive,1.65,0.86,0.05,0.28,2.83
517,Madden NFL OneZero,XThreeSixZero,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
518,Medal of Honor,PSThree,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown vs Raw,PSTow,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
522,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
523,Need for Speed Hot Pursuit,PSThree,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,Imagine Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
525,WWE SmackDown Here Comes the Pain,PSTow,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
526,Star Wars The Force Unleashed,XThreeSixZero,2008,Action,LucasArts,1.74,0.8,0.0,0.26,2.8
527,Yoshis Island DS,DS,2006,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,Killzone Three,PSThree,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,A Bugs Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
531,WWF SmackDown Just Bring It,PSTow,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V Tenkuu no Hanayome,SNES,1992,Role Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79
535,NBA Street,PSTow,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
536,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
537,Monster Hunter Tri,ThreeDS,2011,Role Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
538,Jak II,PSTow,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
539,inFAMOUS Second Son,PSFour,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
540,Ratchet  Clank Going Commando,PSTow,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
541,Tekken Six,PSThree,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
542,The Sims,PSTow,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
543,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77
544,Saints Row The Third,XThreeSixZero,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77
545,Missile Command,TowSixZeroZero,1980,Shooter,Atari,2.56,0.17,0.0,0.03,2.76
546,Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
548,Pokmon Stadium Two,NSixFour,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
549,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
551,Call of Duty Three,XThreeSixZero,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
553,Onimusha Warlords,PSTow,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
554,Mortal Kombat X,PSFour,2015,Fighting,Warner Bros Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
555,Mario Party,NSixFour,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
556,Madden NFL OneTwo,XThreeSixZero,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69
557,LEGO Star Wars II The Original Trilogy,PSTow,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
558,Madden NFL OneOne,XThreeSixZero,2010,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69
559,Mario vs Donkey Kong MiniLand Mayhem,DS,2010,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
560,Skate Three,XThreeSixZero,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68
561,Burnout Three Takedown,PSTow,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68
562,Yokai Watch Two Shinuchi,ThreeDS,2014,Role Playing,Level Five,0.0,0.0,2.68,0.0,2.68
563,Need for Speed Shift,PSThree,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
564,Final Fantasy XIIITwo,PSThree,2011,Role Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
566,Call Of Duty Two Big Red One,PSTow,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
569,Fable,XB,2004,Role Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66
570,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65
572,Skylanders Giants,Wii,2012,Action,Activision,1.56,0.88,0.0,0.22,2.65
573,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
574,Super Mario Bros The Lost Levels,NES,1986,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65
575,Star Wars Shadows of the Empire,NSixFour,1996,Action,Nintendo,2.0,0.5,0.12,0.03,2.65
577,Midnight Club Street Racing,PSTow,2000,Racing,TakeTwo Interactive,2.0,0.47,0.02,0.14,2.63
578,PacMan Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
579,Halo Wars,XThreeSixZero,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
580,God of War Collection,PSThree,2009,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
581,ESPN NFL TwoKFive,PSTow,2004,Sports,Sega,2.15,0.12,0.0,0.36,2.62
582,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
585,NBA TwoKOneTwo,XThreeSixZero,2011,Sports,TakeTwo Interactive,2.31,0.14,0.01,0.16,2.62
586,Style Savvy,DS,2008,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
587,Harry Potter and the Chamber of Secrets,PSTow,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
588,Super Mario AllStars Limited Edition,Wii,2010,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
589,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
590,FIFA Soccer ZeroNine,PSThree,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
591,Ratchet  Clank Future Tools of Destruction,PSThree,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
592,NBA Live TwoZeroZeroFive,PSTow,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59
594,Killzone Shadow Fall,PSFour,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
595,Ghostbusters The Video Game DS Version,XThreeSixZero,2009,Action,TakeTwo Interactive,1.04,1.24,0.03,0.27,2.58
596,Monster Hunter Freedom Two,PSP,2007,Role Playing,Capcom,0.37,0.27,1.75,0.18,2.58
597,WWE SmackDown vs RAW TwoZeroZeroSeven,PSTow,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
598,Ratchet  Clank Up Your Arsenal,PSTow,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
599,Art Academy,DS,2010,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57
